"","x"
"12056",445
"12057",867
"12058",1669
"12059",1147
"12060",5597
"12061",22
"12062",306
"12063",3166
"12064",-1049
"12065",1400
"12066",0
"12067",4
"12068",-1002
"12069",0
"12070",1287
"12071",1794
"12072",2058
"12073",1256
"12074",-312
"12075",324
"12076",480
"12077",832
"12078",1697
"12079",10
"12080",-106
"12081",5
"12082",5078
"12083",1022
"12084",6
"12085",1021
"12086",2443
"12087",153
"12088",1126
"12089",1105
"12090",3765
"12091",0
"12092",376
"12093",2980
"12094",536
"12095",0
"12096",311
"12097",2685
"12098",-19
"12099",901
"12100",11285
"12101",715
"12102",455
"12103",827
"12104",622
"12105",1860
"12106",786
"12107",405
"12108",996
"12109",2968
"12110",1750
"12111",1401
"12112",4861
"12113",325
"12114",2526
"12115",-456
"12116",845
"12117",1315
"12118",137
"12119",703
"12120",1033
"12121",3129
"12122",14902
"12123",3190
"12124",1515
"12125",4
"12126",1679
"12127",961
"12128",111
"12129",703
"12130",0
"12131",278
"12132",530
"12133",548
"12134",570
"12135",4684
"12136",6298
"12137",0
"12138",4
"12139",901
"12140",1823
"12141",10786
"12142",32
"12143",83
"12144",0
"12145",3083
"12146",1009
"12147",945
"12148",361
"12149",-475
"12150",728
"12151",13054
"12152",-111
"12153",1489
"12154",0
"12155",1231
"12156",507
"12157",4086
"12158",1451
"12159",21
"12160",6360
"12161",733
"12162",2031
"12163",883
"12164",525
"12165",2561
"12166",2394
"12167",3715
"12168",4639
"12169",2944
"12170",2155
"12171",2926
"12172",1772
"12173",1783
"12174",387
"12175",-190
"12176",2270
"12177",122
"12178",-12
"12179",1609
"12180",98
"12181",1
"12182",260
"12183",0
"12184",95
"12185",2316
"12186",-160
"12187",738
"12188",1239
"12189",1309
"12190",45
"12191",4
"12192",1275
"12193",1269
"12194",503
"12195",247
"12196",523
"12197",94
"12198",780
"12199",2276
"12200",425
"12201",2816
"12202",302
"12203",575
"12204",2508
"12205",344
"12206",-718
"12207",0
"12208",238
"12209",904
"12210",873
"12211",1348
"12212",-250
"12213",67
"12214",18
"12215",-49
"12216",-267
"12217",3492
"12218",861
"12219",778
"12220",1472
"12221",-491
"12222",5769
"12223",1377
"12224",2115
"12225",-35
"12226",-218
"12227",10236
"12228",2098
"12229",306
"12230",3856
"12231",1558
"12232",925
"12233",0
"12234",736
"12235",0
"12236",274
"12237",1529
"12238",866
"12239",573
"12240",607
"12241",-1613
"12242",2657
"12243",1237
"12244",0
"12245",17339
"12246",4846
"12247",112
"12248",4145
"12249",1661
"12250",-27
"12251",-122
"12252",490
"12253",4659
"12254",-350
"12255",-580
"12256",0
"12257",1363
"12258",77
"12259",1420
"12260",2716
"12261",149
"12262",1400
"12263",940
"12264",-1036
"12265",1
"12266",360
"12267",350
"12268",20
"12269",5804
"12270",341
"12271",56
"12272",1046
"12273",107
"12274",2288
"12275",1318
"12276",1343
"12277",52
"12278",1197
"12279",0
"12280",3815
"12281",8652
"12282",21522
"12283",0
"12284",214
"12285",711
"12286",57
"12287",-91
"12288",-253
"12289",25
"12290",-94
"12291",2592
"12292",1
"12293",-468
"12294",37
"12295",-1136
"12296",1
"12297",80
"12298",-266
"12299",0
"12300",-835
"12301",129
"12302",314
"12303",-15
"12304",594
"12305",0
"12306",3242
"12307",0
"12308",433
"12309",720
"12310",-140
"12311",400
"12312",381
"12313",42
"12314",0
"12315",3759
"12316",0
"12317",0
"12318",0
"12319",74
"12320",159
"12321",335
"12322",328
"12323",1349
"12324",526
"12325",-1
"12326",35
"12327",341
"12328",702
"12329",-53
"12330",2279
"12331",282
"12332",-153
"12333",2103
"12334",160
"12335",192
"12336",1881
"12337",8289
"12338",157
"12339",-295
"12340",303
"12341",367
"12342",196
"12343",681
"12344",0
"12345",71
"12346",-266
"12347",43
"12348",-7
"12349",130
"12350",24
"12351",72
"12352",6207
"12353",625
"12354",0
"12355",4294
"12356",6100
"12357",5299
"12358",-413
"12359",187
"12360",-241
"12361",1160
"12362",-618
"12363",594
"12364",931
"12365",1487
"12366",291
"12367",-722
"12368",-418
"12369",62
"12370",7
"12371",0
"12372",1128
"12373",820
"12374",544
"12375",85
"12376",877
"12377",2
"12378",65
"12379",373
"12380",-238
"12381",1131
"12382",0
"12383",700
"12384",382
"12385",837
"12386",255
"12387",-1680
"12388",4
"12389",4
"12390",84
"12391",23
"12392",95
"12393",-423
"12394",2019
"12395",11
"12396",144
"12397",78
"12398",109
"12399",0
"12400",2430
"12401",2970
"12402",11
"12403",-79
"12404",-478
"12405",283
"12406",89
"12407",653
"12408",597
"12409",59
"12410",324
"12411",-868
"12412",798
"12413",-65
"12414",511
"12415",509
"12416",2239
"12417",2169
"12418",-72
"12419",145
"12420",-101
"12421",1309
"12422",12
"12423",3988
"12424",-395
"12425",1526
"12426",323
"12427",740
"12428",624
"12429",116
"12430",0
"12431",230
"12432",0
"12433",-342
"12434",0
"12435",276
"12436",0
"12437",3082
"12438",220
"12439",1128
"12440",0
"12441",-54
"12442",2062
"12443",66
"12444",49
"12445",138
"12446",365
"12447",10
"12448",75
"12449",652
"12450",503
"12451",251
"12452",971
"12453",-20
"12454",-106
"12455",871
"12456",9
"12457",0
"12458",53
"12459",3
"12460",33
"12461",84
"12462",13
"12463",1
"12464",-302
"12465",0
"12466",-90
"12467",6
"12468",358
"12469",1357
"12470",935
"12471",145
"12472",0
"12473",0
"12474",935
"12475",49
"12476",91
"12477",-249
"12478",415
"12479",7264
"12480",-585
"12481",43
"12482",392
"12483",975
"12484",205
"12485",-27
"12486",-70
"12487",-147
"12488",84
"12489",173
"12490",2099
"12491",374
"12492",0
"12493",47
"12494",-180
"12495",27
"12496",158
"12497",394
"12498",280
"12499",1717
"12500",-28
"12501",907
"12502",101
"12503",824
"12504",28
"12505",0
"12506",0
"12507",52
"12508",-584
"12509",-15
"12510",527
"12511",0
"12512",0
"12513",70
"12514",830
"12515",-51
"12516",1
"12517",0
"12518",-255
"12519",-81
"12520",288
"12521",-25
"12522",585
"12523",29
"12524",606
"12525",-165
"12526",549
"12527",-705
"12528",0
"12529",166
"12530",5
"12531",0
"12532",2
"12533",92
"12534",145
"12535",84
"12536",701
"12537",3
"12538",85
"12539",285
"12540",474
"12541",126
"12542",-400
"12543",91
"12544",0
"12545",0
"12546",46
"12547",51
"12548",20
"12549",-346
"12550",1659
"12551",0
"12552",31
"12553",-221
"12554",303
"12555",304
"12556",1155
"12557",222
"12558",1038
"12559",695
"12560",-800
"12561",47
"12562",2
"12563",313
"12564",184
"12565",114
"12566",140
"12567",-187
"12568",-244
"12569",1807
"12570",241
"12571",60
"12572",-149
"12573",-313
"12574",0
"12575",93
"12576",42
"12577",-179
"12578",1156
"12579",277
"12580",-488
"12581",938
"12582",253
"12583",506
"12584",0
"12585",-435
"12586",0
"12587",-130
"12588",978
"12589",0
"12590",88
"12591",94
"12592",1080
"12593",365
"12594",321
"12595",-19
"12596",144
"12597",192
"12598",0
"12599",656
"12600",223
"12601",-37
"12602",128
"12603",173
"12604",75
"12605",-36
"12606",115
"12607",1156
"12608",335
"12609",-59
"12610",644
"12611",655
"12612",-322
"12613",487
"12614",-401
"12615",2637
"12616",33
"12617",0
"12618",5956
"12619",59
"12620",-346
"12621",115
"12622",243
"12623",153
"12624",0
"12625",1143
"12626",46
"12627",0
"12628",1265
"12629",-110
"12630",-28
"12631",13
"12632",-102
"12633",6618
"12634",34
"12635",183
"12636",1210
"12637",-333
"12638",678
"12639",1347
"12640",2802
"12641",-27
"12642",156
"12643",218
"12644",934
"12645",184
"12646",36
"12647",328
"12648",453
"12649",8
"12650",60
"12651",339
"12652",134
"12653",1697
"12654",19
"12655",207
"12656",177
"12657",-492
"12658",35
"12659",466
"12660",105
"12661",19
"12662",126
"12663",-127
"12664",1329
"12665",343
"12666",192
"12667",43
"12668",-272
"12669",4805
"12670",1146
"12671",380
"12672",1355
"12673",215
"12674",187
"12675",0
"12676",555
"12677",295
"12678",-116
"12679",4385
"12680",137
"12681",296
"12682",534
"12683",93
"12684",-27
"12685",-157
"12686",49
"12687",216
"12688",1421
"12689",222
"12690",1728
"12691",5253
"12692",47
"12693",2648
"12694",0
"12695",-182
"12696",-313
"12697",465
"12698",25
"12699",147
"12700",551
"12701",58
"12702",650
"12703",1618
"12704",-63
"12705",4850
"12706",409
"12707",0
"12708",1007
"12709",312
"12710",820
"12711",3369
"12712",841
"12713",-1336
"12714",634
"12715",0
"12716",9301
"12717",486
"12718",34
"12719",506
"12720",1444
"12721",0
"12722",923
"12723",-44
"12724",413
"12725",3531
"12726",243
"12727",484
"12728",213
"12729",170
"12730",-236
"12731",1613
"12732",555
"12733",1914
"12734",2220
"12735",450
"12736",553
"12737",92
"12738",0
"12739",1805
"12740",1523
"12741",3407
"12742",254
"12743",11
"12744",1609
"12745",1447
"12746",27
"12747",125
"12748",0
"12749",1797
"12750",2
"12751",2911
"12752",1395
"12753",522
"12754",776
"12755",0
"12756",879
"12757",266
"12758",29
"12759",1633
"12760",12245
"12761",666
"12762",-134
"12763",0
"12764",1247
"12765",926
"12766",-796
"12767",493
"12768",343
"12769",268
"12770",92
"12771",0
"12772",6573
"12773",182
"12774",1143
"12775",4044
"12776",77
"12777",1327
"12778",488
"12779",0
"12780",23
"12781",808
"12782",-236
"12783",-274
"12784",12
"12785",-1
"12786",505
"12787",88
"12788",777
"12789",0
"12790",366
"12791",460
"12792",3427
"12793",332
"12794",967
"12795",21
"12796",2559
"12797",1604
"12798",-2
"12799",0
"12800",505
"12801",0
"12802",2110
"12803",0
"12804",1
"12805",0
"12806",57
"12807",398
"12808",-1139
"12809",537
"12810",351
"12811",0
"12812",-57
"12813",3068
"12814",2319
"12815",437
"12816",879
"12817",232
"12818",-117
"12819",3003
"12820",0
"12821",-167
"12822",909
"12823",428
"12824",54
"12825",-176
"12826",564
"12827",221
"12828",35
"12829",8
"12830",149
"12831",475
"12832",29
"12833",977
"12834",161
"12835",492
"12836",0
"12837",40
"12838",13718
"12839",205
"12840",123
"12841",0
"12842",0
"12843",2146
"12844",63
"12845",-428
"12846",0
"12847",-1014
"12848",-228
"12849",-42
"12850",218
"12851",282
"12852",123
"12853",14
"12854",247
"12855",-6
"12856",216
"12857",-28
"12858",326
"12859",119
"12860",69
"12861",707
"12862",-227
"12863",1085
"12864",368
"12865",25
"12866",-132
"12867",1265
"12868",700
"12869",82
"12870",1529
"12871",623
"12872",-241
"12873",278
"12874",1834
"12875",-398
"12876",0
"12877",-597
"12878",16
"12879",10
"12880",-79
"12881",338
"12882",-50
"12883",-239
"12884",333
"12885",867
"12886",-37
"12887",0
"12888",1392
"12889",-196
"12890",0
"12891",269
"12892",913
"12893",-267
"12894",193
"12895",78
"12896",85
"12897",111
"12898",226
"12899",-354
"12900",212
"12901",9444
"12902",14
"12903",468
"12904",-15
"12905",1530
"12906",1133
"12907",680
"12908",329
"12909",473
"12910",-8019
"12911",226
"12912",383
"12913",1
"12914",27
"12915",49
"12916",1023
"12917",1507
"12918",3969
"12919",198
"12920",0
"12921",55
"12922",124
"12923",419
"12924",-72
"12925",0
"12926",3372
"12927",58932
"12928",-354
"12929",-513
"12930",916
"12931",402
"12932",22
"12933",433
"12934",1326
"12935",147
"12936",76
"12937",1598
"12938",497
"12939",145
"12940",0
"12941",383
"12942",1361
"12943",-1270
"12944",-305
"12945",2284
"12946",0
"12947",-594
"12948",18
"12949",1717
"12950",387
"12951",96
"12952",5038
"12953",1581
"12954",8
"12955",1152
"12956",101
"12957",218
"12958",720
"12959",0
"12960",-213
"12961",300
"12962",-396
"12963",55
"12964",766
"12965",9
"12966",223
"12967",0
"12968",853
"12969",1346
"12970",122
"12971",52
"12972",1659
"12973",126
"12974",143
"12975",1688
"12976",-108
"12977",102
"12978",203
"12979",252
"12980",-626
"12981",6
"12982",0
"12983",76
"12984",14
"12985",1117
"12986",1086
"12987",-23
"12988",128
"12989",897
"12990",-367
"12991",-228
"12992",8
"12993",619
"12994",24
"12995",42
"12996",-40
"12997",282
"12998",267
"12999",726
"13000",50
"13001",1926
"13002",379
"13003",4688
"13004",256
"13005",-805
"13006",-2
"13007",473
"13008",175
"13009",-407
"13010",148
"13011",-24
"13012",305
"13013",2
"13014",-308
"13015",3
"13016",-55
"13017",52
"13018",1573
"13019",-395
"13020",4140
"13021",495
"13022",74
"13023",92
"13024",5
"13025",568
"13026",4314
"13027",312
"13028",24
"13029",54
"13030",412
"13031",-139
"13032",-306
"13033",210
"13034",551
"13035",31
"13036",0
"13037",184
"13038",562
"13039",2102
"13040",193
"13041",5
"13042",66
"13043",-169
"13044",2643
"13045",12
"13046",75
"13047",-257
"13048",170
"13049",-85
"13050",979
"13051",136
"13052",-258
"13053",99
"13054",150
"13055",476
"13056",226
"13057",-378
"13058",296
"13059",1661
"13060",122
"13061",-90
"13062",1322
"13063",-272
"13064",-133
"13065",2
"13066",0
"13067",-627
"13068",-468
"13069",0
"13070",1098
"13071",191
"13072",-605
"13073",-400
"13074",68
"13075",38
"13076",291
"13077",2
"13078",264
"13079",1029
"13080",87
"13081",1457
"13082",-220
"13083",-97
"13084",0
"13085",1274
"13086",128
"13087",3
"13088",642
"13089",137
"13090",455
"13091",-35
"13092",230
"13093",51
"13094",-54
"13095",7
"13096",12389
"13097",2
"13098",22
"13099",-197
"13100",0
"13101",144
"13102",-480
"13103",350
"13104",175
"13105",551
"13106",621
"13107",197
"13108",0
"13109",-14
"13110",87
"13111",-230
"13112",101
"13113",1556
"13114",-45
"13115",139
"13116",-90
"13117",-509
"13118",830
"13119",1106
"13120",136
"13121",-199
"13122",-834
"13123",-283
"13124",218
"13125",1923
"13126",2736
"13127",26
"13128",-688
"13129",50
"13130",314
"13131",564
"13132",33
"13133",1007
"13134",87
"13135",-145
"13136",-44
"13137",0
"13138",130
"13139",0
"13140",1294
"13141",338
"13142",280
"13143",74
"13144",2699
"13145",3604
"13146",1177
"13147",102
"13148",-150
"13149",2322
"13150",1248
"13151",3
"13152",478
"13153",26
"13154",229
"13155",51439
"13156",510
"13157",252
"13158",67
"13159",731
"13160",148
"13161",68
"13162",143
"13163",870
"13164",4280
"13165",517
"13166",120
"13167",33
"13168",3540
"13169",2137
"13170",28
"13171",-547
"13172",-315
"13173",786
"13174",1
"13175",37
"13176",0
"13177",8303
"13178",854
"13179",-273
"13180",-692
"13181",28
"13182",971
"13183",3694
"13184",1141
"13185",793
"13186",35
"13187",30
"13188",280
"13189",0
"13190",2261
"13191",46
"13192",307
"13193",306
"13194",13229
"13195",-3
"13196",4442
"13197",1
"13198",-478
"13199",356
"13200",290
"13201",1343
"13202",81
"13203",272
"13204",2775
"13205",359
"13206",288
"13207",3493
"13208",1249
"13209",0
"13210",0
"13211",5
"13212",598
"13213",790
"13214",0
"13215",795
"13216",1296
"13217",188
"13218",0
"13219",-392
"13220",0
"13221",628
"13222",233
"13223",725
"13224",0
"13225",414
"13226",4
"13227",1508
"13228",175
"13229",152
"13230",-32
"13231",277
"13232",882
"13233",415
"13234",477
"13235",380
"13236",-246
"13237",142
"13238",-2
"13239",96
"13240",-126
"13241",279
"13242",146
"13243",49
"13244",9
"13245",1221
"13246",1063
"13247",434
"13248",108
"13249",1293
"13250",10
"13251",3554
"13252",439
"13253",1838
"13254",0
"13255",57
"13256",81
"13257",328
"13258",4
"13259",2476
"13260",1252
"13261",0
"13262",0
"13263",75
"13264",307
"13265",167
"13266",19
"13267",-329
"13268",-299
"13269",2840
"13270",1477
"13271",0
"13272",350
"13273",663
"13274",485
"13275",-29
"13276",0
"13277",629
"13278",89
"13279",-243
"13280",913
"13281",57
"13282",-509
"13283",31
"13284",-16
"13285",110
"13286",-329
"13287",86
"13288",969
"13289",1040
"13290",7711
"13291",137
"13292",468
"13293",758
"13294",5
"13295",0
"13296",-1
"13297",640
"13298",-59
"13299",102
"13300",17
"13301",0
"13302",1011
"13303",370
"13304",-107
"13305",2309
"13306",0
"13307",313
"13308",164
"13309",19
"13310",-128
"13311",123
"13312",-37
"13313",8
"13314",5262
"13315",329
"13316",1726
"13317",77
"13318",189
"13319",-406
"13320",202
"13321",857
"13322",420
"13323",0
"13324",-74
"13325",128
"13326",191
"13327",1139
"13328",-110
"13329",224
"13330",245
"13331",158
"13332",1551
"13333",-151
"13334",-516
"13335",283
"13336",-1
"13337",97
"13338",16
"13339",313
"13340",5068
"13341",859
"13342",0
"13343",567
"13344",13
"13345",339
"13346",874
"13347",21
"13348",302
"13349",61
"13350",-469
"13351",136
"13352",232
"13353",177
"13354",1890
"13355",48
"13356",-121
"13357",61
"13358",6
"13359",4873
"13360",145
"13361",4
"13362",123
"13363",374
"13364",125
"13365",884
"13366",10
"13367",0
"13368",49
"13369",618
"13370",154
"13371",611
"13372",0
"13373",199
"13374",0
"13375",941
"13376",1
"13377",275
"13378",121
"13379",31
"13380",-948
"13381",773
"13382",0
"13383",1
"13384",112
"13385",950
"13386",673
"13387",20
"13388",152
"13389",233
"13390",0
"13391",0
"13392",1003
"13393",719
"13394",278
"13395",6350
"13396",111
"13397",1994
"13398",0
"13399",25
"13400",4816
"13401",56
"13402",150
"13403",332
"13404",0
"13405",2270
"13406",117
"13407",616
"13408",628
"13409",888
"13410",118
"13411",532
"13412",-591
"13413",0
"13414",0
"13415",5
"13416",3440
"13417",990
"13418",452
"13419",2
"13420",702
"13421",0
"13422",0
"13423",351
"13424",-201
"13425",1572
"13426",170
"13427",266
"13428",167
"13429",25
"13430",-100
"13431",-1
"13432",-154
"13433",38
"13434",281
"13435",0
"13436",-22
"13437",438
"13438",2020
"13439",133
"13440",665
"13441",0
"13442",6
"13443",787
"13444",1247
"13445",5758
"13446",-165
"13447",-626
"13448",0
"13449",1090
"13450",2355
"13451",387
"13452",838
"13453",1
"13454",191
"13455",4855
"13456",634
"13457",272
"13458",-267
"13459",0
"13460",0
"13461",24
"13462",0
"13463",173
"13464",1206
"13465",214
"13466",3043
"13467",0
"13468",776
"13469",8
"13470",1023
"13471",283
"13472",690
"13473",-286
"13474",1583
"13475",0
"13476",4
"13477",-2
"13478",4488
"13479",6
"13480",264
"13481",-754
"13482",1950
"13483",218
"13484",47
"13485",368
"13486",-410
"13487",0
"13488",0
"13489",19447
"13490",1045
"13491",-205
"13492",917
"13493",0
"13494",-426
"13495",-114
"13496",0
"13497",492
"13498",0
"13499",-253
"13500",2682
"13501",241
"13502",416
"13503",140
"13504",381
"13505",320
"13506",4693
"13507",247
"13508",0
"13509",808
"13510",681
"13511",1
"13512",140
"13513",788
"13514",2361
"13515",0
"13516",1808
"13517",621
"13518",976
"13519",101
"13520",0
"13521",557
"13522",1028
"13523",323
"13524",6997
"13525",0
"13526",324
"13527",0
"13528",75
"13529",2150
"13530",65
"13531",216
"13532",475
"13533",142
"13534",933
"13535",734
"13536",441
"13537",231
"13538",335
"13539",0
"13540",4
"13541",404
"13542",687
"13543",0
"13544",-384
"13545",-182
"13546",327
"13547",750
"13548",4380
"13549",-120
"13550",704
"13551",-388
"13552",1457
"13553",389
"13554",1097
"13555",-422
"13556",-160
"13557",625
"13558",105
"13559",375
"13560",122
"13561",1146
"13562",3324
"13563",22
"13564",113
"13565",187
"13566",380
"13567",127
"13568",113
"13569",1210
"13570",1751
"13571",32
"13572",959
"13573",1070
"13574",865
"13575",425
"13576",3872
"13577",0
"13578",0
"13579",68
"13580",383
"13581",145
"13582",418
"13583",-288
"13584",0
"13585",281
"13586",-1112
"13587",804
"13588",262
"13589",670
"13590",3800
"13591",124
"13592",260
"13593",1958
"13594",231
"13595",469
"13596",214
"13597",350
"13598",1
"13599",778
"13600",343
"13601",252
"13602",0
"13603",-176
"13604",-257
"13605",3180
"13606",368
"13607",942
"13608",81
"13609",1101
"13610",6404
"13611",0
"13612",49
"13613",0
"13614",550
"13615",-869
"13616",-258
"13617",-223
"13618",203
"13619",1432
"13620",0
"13621",0
"13622",104
"13623",1
"13624",13
"13625",66
"13626",282
"13627",0
"13628",0
"13629",0
"13630",364
"13631",98
"13632",-75
"13633",370
"13634",437
"13635",1249
"13636",424
"13637",6253
"13638",512
"13639",-119
"13640",57
"13641",3884
"13642",-139
"13643",1385
"13644",636
"13645",0
"13646",-147
"13647",818
"13648",982
"13649",13
"13650",0
"13651",633
"13652",0
"13653",0
"13654",153
"13655",0
"13656",350
"13657",318
"13658",498
"13659",3434
"13660",794
"13661",-380
"13662",-17
"13663",0
"13664",1017
"13665",0
"13666",-3
"13667",-191
"13668",2450
"13669",234
"13670",409
"13671",74
"13672",224
"13673",51
"13674",0
"13675",0
"13676",41
"13677",2113
"13678",313
"13679",73
"13680",0
"13681",2621
"13682",237
"13683",0
"13684",1683
"13685",228
"13686",1
"13687",3
"13688",-2093
"13689",710
"13690",1742
"13691",9
"13692",2
"13693",199
"13694",800
"13695",1560
"13696",227
"13697",-560
"13698",0
"13699",2030
"13700",858
"13701",-319
"13702",155
"13703",983
"13704",-194
"13705",1309
"13706",-274
"13707",30
"13708",1
"13709",-1965
"13710",3422
"13711",121
"13712",119
"13713",0
"13714",137
"13715",419
"13716",0
"13717",-728
"13718",2583
"13719",-367
"13720",2055
"13721",1410
"13722",1330
"13723",55
"13724",184
"13725",10152
"13726",71
"13727",-266
"13728",199
"13729",-104
"13730",97
"13731",477
"13732",-29
"13733",1084
"13734",-237
"13735",-49
"13736",4453
"13737",-56
"13738",475
"13739",725
"13740",2
"13741",289
"13742",725
"13743",768
"13744",-437
"13745",360
"13746",-677
"13747",113
"13748",540
"13749",-710
"13750",0
"13751",15
"13752",218
"13753",-68
"13754",721
"13755",2
"13756",894
"13757",-21
"13758",1261
"13759",1146
"13760",167
"13761",13
"13762",137
"13763",-336
"13764",12
"13765",3885
"13766",0
"13767",55
"13768",59
"13769",181
"13770",0
"13771",-5
"13772",0
"13773",-475
"13774",32
"13775",594
"13776",20
"13777",334
"13778",472
"13779",624
"13780",4923
"13781",709
"13782",2246
"13783",17
"13784",1612
"13785",-215
"13786",190
"13787",25
"13788",4054
"13789",2023
"13790",46
"13791",9002
"13792",211
"13793",1981
"13794",1143
"13795",1127
"13796",3352
"13797",76
"13798",0
"13799",-298
"13800",3133
"13801",91
"13802",-33
"13803",898
"13804",-1415
"13805",2063
"13806",205
"13807",0
"13808",182
"13809",0
"13810",0
"13811",-33
"13812",521
"13813",-428
"13814",0
"13815",2072
"13816",-293
"13817",177
"13818",0
"13819",1351
"13820",439
"13821",445
"13822",-10
"13823",473
"13824",1746
"13825",4597
"13826",72
"13827",29
"13828",-890
"13829",0
"13830",292
"13831",2246
"13832",5517
"13833",1236
"13834",48
"13835",0
"13836",703
"13837",107
"13838",393
"13839",290
"13840",0
"13841",789
"13842",1674
"13843",0
"13844",1968
"13845",454
"13846",966
"13847",-23
"13848",645
"13849",0
"13850",219
"13851",386
"13852",563
"13853",140
"13854",-261
"13855",520
"13856",2158
"13857",91
"13858",227
"13859",-84
"13860",367
"13861",791
"13862",1127
"13863",0
"13864",203
"13865",-29
"13866",15437
"13867",510
"13868",580
"13869",1013
"13870",0
"13871",3571
"13872",0
"13873",870
"13874",260
"13875",3
"13876",166
"13877",19
"13878",54
"13879",82
"13880",580
"13881",-4
"13882",1786
"13883",0
"13884",2131
"13885",-388
"13886",78
"13887",2
"13888",275
"13889",9994
"13890",0
"13891",85
"13892",1186
"13893",-170
"13894",-130
"13895",340
"13896",118
"13897",0
"13898",158
"13899",170
"13900",2
"13901",89
"13902",586
"13903",61
"13904",1067
"13905",2316
"13906",11
"13907",87
"13908",1714
"13909",-504
"13910",454
"13911",8
"13912",2378
"13913",1160
"13914",1243
"13915",1598
"13916",0
"13917",786
"13918",684
"13919",81
"13920",0
"13921",1163
"13922",0
"13923",1387
"13924",264
"13925",54
"13926",-54
"13927",5
"13928",367
"13929",609
"13930",3386
"13931",925
"13932",0
"13933",658
"13934",1722
"13935",5127
"13936",339
"13937",-315
"13938",1198
"13939",0
"13940",1171
"13941",0
"13942",795
"13943",-319
"13944",192
"13945",2483
"13946",199
"13947",201
"13948",0
"13949",1338
"13950",80
"13951",892
"13952",958
"13953",888
"13954",-101
"13955",-517
"13956",3
"13957",0
"13958",136
"13959",44
"13960",91
"13961",454
"13962",2568
"13963",-156
"13964",859
"13965",8079
"13966",407
"13967",501
"13968",63
"13969",1145
"13970",305
"13971",126
"13972",-24
"13973",-404
"13974",362
"13975",106
"13976",576
"13977",278
"13978",54
"13979",159
"13980",89
"13981",456
"13982",305
"13983",763
"13984",0
"13985",255
"13986",211
"13987",45
"13988",135
"13989",1
"13990",6
"13991",3527
"13992",235
"13993",66
"13994",46
"13995",556
"13996",89
"13997",397
"13998",284
"13999",26
"14000",109
"14001",1220
"14002",1403
"14003",275
"14004",482
"14005",3415
"14006",-113
"14007",1331
"14008",2242
"14009",0
"14010",-23
"14011",6586
"14012",142
"14013",4
"14014",13160
"14015",352
"14016",372
"14017",2460
"14018",111
"14019",-618
"14020",5
"14021",-817
"14022",756
"14023",533
"14024",0
"14025",0
"14026",149
"14027",3832
"14028",1196
"14029",17
"14030",455
"14031",50
"14032",1988
"14033",42
"14034",514
"14035",373
"14036",-759
"14037",95
"14038",70
"14039",-73
"14040",-728
"14041",-456
"14042",0
"14043",39
"14044",37
"14045",1932
"14046",-192
"14047",1672
"14048",161
"14049",479
"14050",372
"14051",1339
"14052",550
"14053",941
"14054",0
"14055",1049
"14056",236
"14057",263
"14058",32
"14059",447
"14060",114
"14061",0
"14062",-83
"14063",528
"14064",0
"14065",5
"14066",6
"14067",-161
"14068",-682
"14069",710
"14070",58
"14071",-260
"14072",9
"14073",-670
"14074",58
"14075",128
"14076",1139
"14077",428
"14078",31
"14079",761
"14080",776
"14081",-172
"14082",0
"14083",561
"14084",407
"14085",0
"14086",0
"14087",983
"14088",0
"14089",342
"14090",46
"14091",17
"14092",1073
"14093",416
"14094",12
"14095",671
"14096",8
"14097",2518
"14098",0
"14099",5
"14100",1499
"14101",100
"14102",3728
"14103",287
"14104",183
"14105",611
"14106",107
"14107",174
"14108",243
"14109",406
"14110",401
"14111",444
"14112",1249
"14113",392
"14114",645
"14115",-745
"14116",48
"14117",0
"14118",3814
"14119",167
"14120",-21
"14121",0
"14122",-226
"14123",177
"14124",0
"14125",0
"14126",-146
"14127",0
"14128",76
"14129",-762
"14130",0
"14131",834
"14132",991
"14133",0
"14134",0
"14135",851
"14136",0
"14137",0
"14138",40
"14139",5
"14140",484
"14141",0
"14142",141
"14143",413
"14144",35
"14145",383
"14146",0
"14147",0
"14148",71
"14149",2220
"14150",1099
"14151",2222
"14152",-86
"14153",986
"14154",983
"14155",-195
"14156",204
"14157",0
"14158",586
"14159",642
"14160",488
"14161",1534
"14162",0
"14163",1660
"14164",-36
"14165",1250
"14166",698
"14167",2848
"14168",426
"14169",178
"14170",1225
"14171",1661
"14172",-601
"14173",1448
"14174",93
"14175",212
"14176",25
"14177",3812
"14178",466
"14179",338
"14180",410
"14181",565
"14182",1840
"14183",-186
"14184",0
"14185",0
"14186",260
"14187",311
"14188",430
"14189",178
"14190",830
"14191",157
"14192",0
"14193",0
"14194",696
"14195",0
"14196",3841
"14197",1059
"14198",0
"14199",756
"14200",458
"14201",-357
"14202",2769
"14203",3638
"14204",1074
"14205",483
"14206",5
"14207",184
"14208",-608
"14209",83
"14210",84
"14211",302
"14212",23
"14213",349
"14214",272
"14215",505
"14216",4
"14217",10
"14218",3466
"14219",916
"14220",93
"14221",0
"14222",-203
"14223",257
"14224",853
"14225",-318
"14226",3038
"14227",73
"14228",-810
"14229",0
"14230",162
"14231",-388
"14232",10
"14233",1287
"14234",1139
"14235",1299
"14236",186
"14237",821
"14238",-406
"14239",0
"14240",2356
"14241",935
"14242",338
"14243",-41
"14244",500
"14245",1906
"14246",-375
"14247",132
"14248",-2
"14249",138
"14250",187
"14251",568
"14252",58
"14253",-149
